Metabolite,AB01-C35-NRZ-2018-146,AB01-C7-NRZ-2016-121,AB01-C48-NRZ-2018-539,AB01-C15-NRZ-2017-096,AB01-C16-NRZ-2017-115,AB01-C32-NRZ-2018-097,AB01-C9-NRZ-2016-342,AB01-C19-NRZ-2017-214,AB01-C50-NRZ-2018-649,AB01-C10-NRZ-2017-039,AB01-C41-NRZ-2018-300,AB01-C43-NRZ-2018-313,AB01-C36-NRZ-2018-236,AB01-C8-NRZ-2016-141,AB01-C27-NRZ-2017-508,AB01-C22-NRZ-2017-322,AB01-C45-NRZ-2018-326,AB01-C47-NRZ-2018-529,AB01-C49-NRZ-2018-646,AB01-C33-NRZ-2017-101,AB01-C13-NRZ-2017-069,AB01-C28-NRZ-2017-534,AB01-C31-NRZ-2018-043,AB01-C30-NRZ-2017-546,AB01-C18-NRZ-2017-195,AB01-C24-NRZ-2017-362,AB01-C42-NRZ-2018-307,AB01-C20-NRZ-2017-282,AB01-C39-NRZ-2018-286,AB01-C23-NRZ-2017-346,AB01-C34-NRZ-2018-123,AB01-C40-NRZ-2018-290,AB01-C2-NRZ-2015-218,AB01-C37-NRZ-2018-272,AB01-C5-NRZ-2016-071,AB01-C14-NRZ-2017-076,AB01-C26-NRZ-2017-434,AB01-C25-NRZ-2017-381,AB01-C46-NRZ-2018-396,AB01-C3-NRZ-2016-032,AB01-C1-NRZ-2014-065,AB01-C38-NRZ-2018-281,AB01-C29-NRZ-2017-537,AB01-C6-NRZ-2016-108,AB01-C11-NRZ-2017-040,AB01-C17-NRZ-2017-134,AB01-C44-NRZ-2017-339,AB01-C4-NRZ-2016-063,AB01-C21-NRZ-2017-283
ACETOOHBUTREDUCTOISOMRXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACETOOHBUTREDUCTOISOMRXNMetaCyc[m],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACETOOHBUTSYNRXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACETOOHBUTSYNRXNMetaCyc[m],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biomass_formation[c],13.79562637,13.97441035,14.46379379,14.34561026,13.89537042,14.33451843,13.85154936,14.28115124,15.08966727,13.98289907,14.37745864,14.32917988,14.64910343,13.86102099,13.63776797,13.98289907,14.46379379,13.42931416,14.33451843,15.19444476,14.33451843,14.60482688,14.47706859,13.45231596,15.08915434,14.28653764,14.33451843,14.27343754,15.30826574,14.46379379,14.15680941,13.65830184,13.7327767,14.50823204,13.73347933,15.30826574,13.85154936,13.42931416,14.60482688,14.64613626,14.60482688,14.46379379,13.79562637,14.2030601,14.50823204,14.27343754,14.60482688,14.51573863,14.34766192
CDPDIGLYSYNRXNMetaCyc[er],0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
CYANIDEHYDRATASERXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0
CYANIDEHYDRATASERXNMetaCyc[n],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0
CYSTATHIONINEBETASYNTHASERXNMetaCyc[c],-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996,-12.09334996
CYTDEAMRXNMetaCyc[c],-371.6286362,-376.7101889,-369.3192015,-354.4608309,-301.4804899,-342.7807062,-366.9037747,-388.4839306,-509.7803997,-375.09352,-356.9274827,-409.4857937,-380.4246291,-368.6244551,-293.4825158,-374.52139,-358.1705367,-339.0544884,-350.7841485,-600.359637,-350.9129696,-374.3803094,-348.5425567,-365.1804339,-486.1284125,-337.8300059,-350.9129696,-463.3102794,-506.0939223,-369.1454363,-349.0458322,-342.5419861,-347.2029413,-387.0238751,-295.4179216,-506.0939223,-354.1606649,-349.6666458,-373.945965,-525.6738388,-469.4449957,-358.5892787,-359.2518726,-347.6236659,-375.1208063,-344.2779763,-363.6027452,-516.2502696,-436.1749728
Carbohydrate_formation[c],5.904528088,5.98104763,6.190503742,6.139921193,5.947218541,6.135173886,5.928463124,6.112332732,6.458377591,5.9846808,6.1535523,6.132888988,6.26981627,5.932516983,5.836964689,5.9846808,6.190503742,5.74774646,6.135173886,6.503222355,6.135173886,6.250865907,6.196185358,5.75759123,6.458158057,6.114638108,6.135173886,6.109031267,6.551937735,6.190503742,6.059114429,5.845753186,5.877628429,6.209523313,5.877929154,6.551937735,5.928463124,5.74774646,6.250865907,6.268546318,6.250865907,6.190503742,5.904528088,6.078909721,6.209523313,6.109031267,6.250865907,6.212736133,6.140799301
Cofactor_formation[c],0.910511341,0.922311083,0.95461039,0.946810277,0.917094448,0.946078216,0.914202257,0.942555982,0.99591804,0.922871338,0.948912271,0.945725872,0.966840827,0.914827385,0.900092686,0.922871338,0.95461039,0.886334735,0.946078216,1.002833354,0.946078216,0.963918574,0.955486527,0.887852853,0.995884186,0.942911484,0.946078216,0.942046878,1.010345539,0.95461039,0.934349421,0.901447921,0.906363262,0.957543315,0.906409636,1.010345539,0.914202257,0.886334735,0.963918574,0.966644993,0.963918574,0.95461039,0.910511341,0.937401966,0.957543315,0.942046878,0.963918574,0.95803875,0.946945687
DEOXYADENPHOSPHORRXNMetaCyc[c],-19.88647752,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,-19.942478,0,,-20.08530693,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,-16.8644473
DEOXYADENPHOSPHORRXNMetaCyc[m],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEOXYGUANPHOSPHORRXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-299.209821
DEOXYGUANPHOSPHORRXNMetaCyc[m],0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0
DEOXYINOPHOSPHORRXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEOXYINOPHOSPHORRXNMetaCyc[m],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIHYDROXYMETVALDEHYDRATRXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIHYDROXYMETVALDEHYDRATRXNMetaCyc[m],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DM_C01595[e],0.245457611,0.248638611,0.257345928,0.255243156,0.247232299,0.255045806,0.246452616,0.254096274,0.268481733,0.248789646,0.255809816,0.25495082,0.260643035,0.246621139,0.242648927,0.248789646,0.257345928,0.238940029,0.255045806,0.270345978,0.255045806,0.259855248,0.257582118,0.239349287,0.268472607,0.254192111,0.255045806,0.253959029,0.272371129,0.257345928,0.251883932,0.243014275,0.244339363,0.258136592,0.244351864,0.272371129,0.246452616,0.238940029,0.259855248,0.260590242,0.259855248,0.257345928,0.245457611,0.252706844,0.258136592,0.253959029,0.259855248,0.258270152,0.25527966
DM_C02679[e],0.018015237,0.018248705,0.018887775,0.018733443,0.01814549,0.018718958,0.018088265,0.018649268,0.019705081,0.01825979,0.018775032,0.018711987,0.019129764,0.018100634,0.017809096,0.01825979,0.018887775,0.017536883,0.018718958,0.019841907,0.018718958,0.019071945,0.01890511,0.01756692,0.019704411,0.018656302,0.018718958,0.018639195,0.019990542,0.018887775,0.018486894,0.01783591,0.017933164,0.018945805,0.017934082,0.019990542,0.018088265,0.017536883,0.019071945,0.019125889,0.019071945,0.018887775,0.018015237,0.018547291,0.018945805,0.018639195,0.019071945,0.018955607,0.018736122
DM_C06425[e],0.004503809,0.004562176,0.004721944,0.004683361,0.004536372,0.00467974,0.004522066,0.004662317,0.00492627,0.004564948,0.004693758,0.004677997,0.004782441,0.004525159,0.004452274,0.004564948,0.004721944,0.004384221,0.00467974,0.004960477,0.00467974,0.004767986,0.004726277,0.00439173,0.004926103,0.004664075,0.00467974,0.004659799,0.004997635,0.004721944,0.004621724,0.004458978,0.004483291,0.004736451,0.00448352,0.004997635,0.004522066,0.004384221,0.004767986,0.004781472,0.004767986,0.004721944,0.004503809,0.004636823,0.004736451,0.004659799,0.004767986,0.004738902,0.00468403
DM_C141[e],0.009007619,0.009124353,0.009443887,0.009366721,0.009072745,0.009359479,0.009044133,0.009324634,0.009852541,0.009129895,0.009387516,0.009355993,0.009564882,0.009050317,0.008904548,0.009129895,0.009443887,0.008768441,0.009359479,0.009920953,0.009359479,0.009535972,0.009452555,0.00878346,0.009852206,0.009328151,0.009359479,0.009319597,0.009995271,0.009443887,0.009243447,0.008917955,0.008966582,0.009472902,0.008967041,0.009995271,0.009044133,0.008768441,0.009535972,0.009562945,0.009535972,0.009443887,0.009007619,0.009273646,0.009472902,0.009319597,0.009535972,0.009477804,0.009368061
DM_C162[e],0.006005079,0.006082902,0.006295925,0.006244481,0.006048497,0.006239653,0.006029422,0.006216423,0.00656836,0.006086597,0.006258344,0.006237329,0.006376588,0.006033545,0.005936365,0.006086597,0.006295925,0.005845628,0.006239653,0.006613969,0.006239653,0.006357315,0.006301703,0.00585564,0.006568137,0.006218767,0.006239653,0.006213065,0.006663514,0.006295925,0.006162298,0.005945303,0.005977721,0.006315268,0.005978027,0.006663514,0.006029422,0.005845628,0.006357315,0.006375296,0.006357315,0.006295925,0.006005079,0.00618243,0.006315268,0.006213065,0.006357315,0.006318536,0.006245374
DM_C16537[e],0.00150127,0.001520725,0.001573981,0.00156112,0.001512124,0.001559913,0.001507355,0.001554106,0.00164209,0.001521649,0.001564586,0.001559332,0.001594147,0.001508386,0.001484091,0.001521649,0.001573981,0.001461407,0.001559913,0.001653492,0.001559913,0.001589329,0.001575426,0.00146391,0.001642034,0.001554692,0.001559913,0.001553266,0.001665878,0.001573981,0.001540575,0.001486326,0.00149443,0.001578817,0.001494507,0.001665878,0.001507355,0.001461407,0.001589329,0.001593824,0.001589329,0.001573981,0.00150127,0.001545608,0.001578817,0.001553266,0.001589329,0.001579634,0.001561343
DM_C170[e],0.00150127,0.001520725,0.001573981,0.00156112,0.001512124,0.001559913,0.001507355,0.001554106,0.00164209,0.001521649,0.001564586,0.001559332,0.001594147,0.001508386,0.001484091,0.001521649,0.001573981,0.001461407,0.001559913,0.001653492,0.001559913,0.001589329,0.001575426,0.00146391,0.001642034,0.001554692,0.001559913,0.001553266,0.001665878,0.001573981,0.001540575,0.001486326,0.00149443,0.001578817,0.001494507,0.001665878,0.001507355,0.001461407,0.001589329,0.001593824,0.001589329,0.001573981,0.00150127,0.001545608,0.001578817,0.001553266,0.001589329,0.001579634,0.001561343
DM_C183[e],0.024020317,0.024331607,0.025183699,0.024977924,0.024193986,0.024958611,0.024117687,0.02486569,0.026273442,0.024346387,0.025033377,0.024949316,0.025506352,0.024134179,0.023745461,0.024346387,0.025183699,0.02338251,0.024958611,0.026455876,0.024958611,0.02542926,0.025206813,0.02342256,0.026272549,0.024875069,0.024958611,0.02485226,0.026654055,0.025183699,0.024649192,0.023781213,0.023910886,0.025261073,0.023912109,0.026654055,0.024117687,0.02338251,0.02542926,0.025501186,0.02542926,0.025183699,0.024020317,0.024729722,0.025261073,0.02485226,0.02542926,0.025274143,0.024981496
DM_CHEBI35759[e],0.750634895,0.760362724,0.786990604,0.780560111,0.756062076,0.779956592,0.753677725,0.777052826,0.821045055,0.760824604,0.782293016,0.779666116,0.797073502,0.754193087,0.742045649,0.760824604,0.786990604,0.730703453,0.779956592,0.826746111,0.779956592,0.794664367,0.787712901,0.731955006,0.821017145,0.777345906,0.779956592,0.776633116,0.832939233,0.786990604,0.770287254,0.743162919,0.747215177,0.789408537,0.747253408,0.832939233,0.753677725,0.730703453,0.794664367,0.796912054,0.794664367,0.786990604,0.750634895,0.772803803,0.789408537,0.776633116,0.794664367,0.789816979,0.780671744
DNA_formation[c],0.082773758,0.083846462,0.086782763,0.086073662,0.083372223,0.086007111,0.083109296,0.085686907,0.090538004,0.083897394,0.086264752,0.085975079,0.087894621,0.083166126,0.081826608,0.083897394,0.086782763,0.080575885,0.086007111,0.091166669,0.086007111,0.087628961,0.086862412,0.080713896,0.090534926,0.085719226,0.086007111,0.085640625,0.091849594,0.086782763,0.084940856,0.081949811,0.08239666,0.087049392,0.082400876,0.091849594,0.083109296,0.080575885,0.087628961,0.087876818,0.087628961,0.086782763,0.082773758,0.085218361,0.087049392,0.085640625,0.087628961,0.087094432,0.086085972
EX_C00001[e],-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023,-10.4862023
EX_C00002[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_C00004[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_C00005[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_C00007[e],-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986,-4.577263986
EX_C00009[e],23.95719332,23.04208967,17.5057373,19.18406138,28.28726108,17.65867395,24.80621653,16.11350877,14.44845322,23.17890494,18.01956861,20.76109465,16.1864756,24.70122711,28.53582164,23.17890494,17.02412373,21.28669765,18.12261414,7.890966579,18.09204643,16.38622034,16.58370195,24.58051361,14.0030382,16.59031642,18.09204643,15.91615047,11.4476516,17.18653334,19.85246715,24.80333351,20.57523859,18.17047519,29.54915806,11.4476516,24.68324347,21.52806574,16.48568853,19.77642691,13.14272264,17.28986386,24.01510894,20.45911614,18.20389308,17.90285735,16.26087801,20.44475534,13.72549173
EX_C00011[e],-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256,-13.68663256
EX_C00013[e],-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672,-12.3428672
EX_C00020[e],-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475,-13.98016475
EX_C00022[e],-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355,-12.5831355
EX_C00024[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_C00025[e],0,-12.54153174,0,-12.54153174,-12.54153174,0,0,-12.54153174,-12.54153174,-12.54153174,0,-12.54153174,-12.54153174,-12.54153174,-12.54153174,0,0,0,0,-12.54153174,0,-12.54153174,-12.54153174,0,0,-12.54153174,0,0,-12.54153174,0,-12.54153174,0,-12.54153174,-12.54153174,0,-12.54153174,0,0,-12.54153174,-12.54153174,-12.54153174,0,0,0,-12.54153174,0,-12.54153174,-12.54153174,0
EX_C00026[e],-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962,-10.98505962
EX_C00031[e],-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315,-5.211468315
EX_C00033[e],-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813,-14.80877813
EX_C00036[e],-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753,-10.70916753
EX_C00037[e],-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553,-11.23163553
EX_C00042[e],-8.821624558,-8.821624558,-0.186786789,-3.428588063,128.1743593,-0.894900399,-8.821624558,9.783518227,-2.627389738,-8.821624558,0.165441103,110.1141011,9.068995764,-8.821624558,123.6315849,-8.821624558,-0.497008612,2.601425553,-0.361068104,28.86921855,-0.379471109,8.332604268,7.697647143,-8.821624558,1.353267872,7.242452456,-0.379471109,12.58626577,9.795387335,-0.386289263,-2.866900631,-8.821624558,157.0175123,-2.61564664,119.6103168,9.795387335,-8.821624558,3.019067814,8.404995009,-8.821624558,22.60190975,-0.33250282,-8.821624558,-8.821624558,-2.598228591,-0.250187579,8.232298034,-8.821624558,19.17765357
EX_C00047[e],-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844,-15.91470844
EX_C00049[e],-11.37361754,-11.37361754,-11.37361754,0,-11.37361754,0,0,-11.37361754,0,-11.37361754,0,-11.37361754,-11.37361754,0,0,-11.37361754,-11.37361754,0,0,-11.37361754,0,-11.37361754,0,0,0,0,0,-11.37361754,-11.37361754,-11.37361754,0,0,0,-11.37361754,-11.37361754,-11.37361754,0,0,-11.37361754,0,-11.37361754,-11.37361754,-11.37361754,0,-11.37361754,-11.37361754,-11.37361754,-11.37361754,-11.37361754
EX_C00054[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_C00055[e],0.711425058,0.720644748,0.745881706,0.739787113,0.716568747,0.739215119,0.714308943,0.736463033,0.778157303,0.721082501,0.741429499,0.738939817,0.755437917,0.714797385,0.703284476,0.721082501,0.745881706,0.692534746,0.739215119,0.783560561,0.739215119,0.753154625,0.746566273,0.693720923,0.778130851,0.736740804,0.739215119,0.736065246,0.789430182,0.745881706,0.730050864,0.704343385,0.70818397,0.748173337,0.708220204,0.789430182,0.714308943,0.692534746,0.753154625,0.755284903,0.753154625,0.745881706,0.711425058,0.73243596,0.748173337,0.736065246,0.753154625,0.748560443,0.739892915
EX_C00058[e],207.2738031,209.2474869,26.0988239,28.96718795,-5.048202192,25.91015042,206.4693036,22.19507432,20.84830507,209.2636692,25.38214785,-7.604908068,24.38431081,207.4909574,-5.296765093,209.2636692,27.65234772,27.29749196,24.63203415,11.5629098,24.61146197,23.85827699,23.87235345,197.0923894,18.14503696,24.08753572,24.61146197,16.18451676,16.11165983,25.87232188,28.31489021,203.6536971,-8.678075114,28.55669023,-4.578065378,16.11165983,206.4693036,25.85459867,23.92846486,228.4590232,15.06733415,27.83911681,207.2738031,30.95483849,30.43118924,28.5723734,25.62944661,222.1336332,12.71092191
