Metabolite,AB01-C35-NRZ-2018-146,AB01-C7-NRZ-2016-121,AB01-C48-NRZ-2018-539,AB01-C15-NRZ-2017-096,AB01-C16-NRZ-2017-115,AB01-C32-NRZ-2018-097,AB01-C9-NRZ-2016-342,AB01-C19-NRZ-2017-214,AB01-C50-NRZ-2018-649,AB01-C10-NRZ-2017-039,AB01-C41-NRZ-2018-300,AB01-C43-NRZ-2018-313,AB01-C36-NRZ-2018-236,AB01-C8-NRZ-2016-141,AB01-C27-NRZ-2017-508,AB01-C22-NRZ-2017-322,AB01-C45-NRZ-2018-326,AB01-C47-NRZ-2018-529,AB01-C49-NRZ-2018-646,AB01-C33-NRZ-2017-101,AB01-C13-NRZ-2017-069,AB01-C28-NRZ-2017-534,AB01-C31-NRZ-2018-043,AB01-C30-NRZ-2017-546,AB01-C18-NRZ-2017-195,AB01-C24-NRZ-2017-362,AB01-C42-NRZ-2018-307,AB01-C20-NRZ-2017-282,AB01-C39-NRZ-2018-286,AB01-C23-NRZ-2017-346,AB01-C34-NRZ-2018-123,AB01-C40-NRZ-2018-290,AB01-C2-NRZ-2015-218,AB01-C37-NRZ-2018-272,AB01-C5-NRZ-2016-071,AB01-C14-NRZ-2017-076,AB01-C26-NRZ-2017-434,AB01-C25-NRZ-2017-381,AB01-C46-NRZ-2018-396,AB01-C3-NRZ-2016-032,AB01-C1-NRZ-2014-065,AB01-C38-NRZ-2018-281,AB01-C29-NRZ-2017-537,AB01-C6-NRZ-2016-108,AB01-C11-NRZ-2017-040,AB01-C17-NRZ-2017-134,AB01-C44-NRZ-2017-339,AB01-C4-NRZ-2016-063,AB01-C21-NRZ-2017-283
ACETOOHBUTREDUCTOISOMRXNMetaCyc[c],30.60421715,29.59024653,30.37743225,30.05323638,31.05401619,31.07618731,29.61077819,30.92101027,0,29.59581293,30.41594401,31.82589137,31.14531164,0,31.43053905,29.63682185,30.4385901,30.39120276,30.55107078,0,30.55757736,31.19691057,30.60801957,0,30.27575023,31.21700891,31.1109791,30.23320314,30.68550733,30.44441281,29.98256591,29.96271183,33.7583022,30.27244805,30.73192478,30.46878742,29.7643681,30.36665605,30.54705433,0,0,30.37543056,29.55944913,29.87611133,30.13551487,30.3698871,30.52003465,0,0
ACETOOHBUTREDUCTOISOMRXNMetaCyc[m],0,29.67751031,29.69852806,29.14955372,30.46995687,29.97020459,29.74892878,0,29.19004635,29.62119773,29.76917012,0,29.95537319,29.31510356,30.87505955,29.62119773,29.83165296,29.35209985,29.97967829,31.52492045,29.99531975,29.9869009,30.0861304,28.99239707,30.10073333,30.05789374,29.99531975,30.26288475,30.43068025,29.84563628,29.07061584,29.61904107,0,29.59961455,0,30.32973632,29.76923129,29.3080695,29.9730835,28.74460301,31.29437726,29.69372098,29.37042231,29.04621935,29.28233097,29.58846228,29.91090763,29.02606415,30.45079004
ACETOOHBUTSYNRXNMetaCyc[c],30.60421715,29.59024653,30.37743225,30.05323638,31.05401619,31.07618731,29.61077819,30.92101027,0,29.59581293,30.41594401,31.82589137,31.14531164,0,31.43053905,29.63682185,30.4385901,30.39120276,30.55107078,0,30.55757736,31.19691057,30.60801957,0,0,31.21700891,31.1109791,30.23320314,30.68550733,30.44441281,29.98256591,29.96271183,33.7583022,30.27244805,30.73192478,30.46878742,29.7643681,30.36665605,30.54705433,0,0,30.37543056,29.55944913,29.87611133,30.13551487,30.3698871,30.52003465,0,30.46501309
ACETOOHBUTSYNRXNMetaCyc[m],0,29.67751031,29.69852806,29.14955372,0,29.97020459,29.74892878,0,29.19004635,29.62119773,29.76917012,0,29.95537319,29.31510356,0,29.62119773,29.83165296,29.35209985,29.97967829,31.52492045,29.99531975,29.9869009,30.0861304,28.99239707,30.10073333,30.05789374,29.99531975,30.26288475,30.43068025,29.84563628,29.07061584,29.61904107,0,29.59961455,30.20745102,30.32973632,29.76923129,29.3080695,29.9730835,28.74460301,31.29437726,29.69372098,29.37042231,29.04621935,29.28233097,29.58846228,29.91090763,29.02606415,30.45079004
Biomass_formation[c],12.46342266,12.62457976,13.19177956,13.04019674,12.57711827,13.07595901,12.47992019,12.9492828,13.68388352,12.63121203,13.09320149,12.85640464,13.40213497,12.64668498,12.3330647,12.63121203,13.21355924,12.34377872,13.06120261,13.89243789,13.06189522,13.36383913,13.2455652,12.12295974,13.70319427,13.08161219,13.06189522,13.00029927,13.98816834,13.19663179,12.86277765,12.33196306,12.45659583,13.20275805,12.37016916,13.98816834,12.48643992,12.3262208,13.36327085,13.33465292,13.36240246,13.20931757,12.46605897,12.86679471,13.20391807,13.04477937,13.3780124,13.08822301,13.08367389
CDPDIGLYSYNRXNMetaCyc[er],0,0,,0,6.838896112,0,6.993916477,0,0,0,7.616991819,0,7.140133233,6.56938878,0,0,0,0,0,0,0,0,0,6.730428968,,0,0,0,,0,0,7.174431347,0,0,0,0,7.057138295,7.153706344,0,,0,0,0,0,0,0,0,0,0
CYANIDEHYDRATASERXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0
CYANIDEHYDRATASERXNMetaCyc[n],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0
CYSTATHIONINEBETASYNTHASERXNMetaCyc[c],15.05903864,15.17159766,17.16753409,13.9716782,18.82634979,18.20954411,15.04683163,17.88147809,13.76020724,15.12370011,14.62910757,19.79442053,17.80802341,13.84367116,16.17569203,15.3497104,17.82962599,14.38331316,14.83363689,18.85433433,17.8693472,17.86527625,18.5073972,13.38497513,17.14280197,16.03913046,15.93083045,16.38287757,17.92800047,17.41014189,16.31941506,15.61201746,18.01398075,16.40015697,18.20197372,15.04054021,15.28669568,14.07886132,17.63530042,12.84207455,17.61742013,17.63518167,14.08536377,16.31405879,16.67973126,17.68894837,18.07477854,14.95974343,17.20242994
CYTDEAMRXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbohydrate_formation[c],5.334344897,5.403320139,5.646081651,5.581204206,5.383006622,5.596510456,5.341405842,5.542293039,5.856702149,5.40615875,5.603890239,5.502541184,5.736113767,5.41278117,5.27855169,5.40615875,5.655403355,5.28313729,5.590194717,5.945963416,5.590491155,5.719723148,5.669101904,5.188626771,5.864967147,5.598930016,5.590491155,5.564128088,5.986936048,5.648158408,5.505268836,5.27808019,5.331423016,5.650780447,5.294432399,5.986936048,5.344196287,5.2756225,5.719479925,5.70723145,5.719108252,5.65358792,5.33547324,5.506988137,5.651276935,5.583165569,5.725789307,5.601759446,5.599812426
Cofactor_formation[c],0.822585895,0.833222264,0.870657451,0.860652985,0.830089806,0.863013295,0.823674733,0.854652665,0.903136313,0.833659994,0.864151298,0.848522706,0.884540908,0.834681209,0.81398227,0.833659994,0.87209491,0.814689395,0.862039372,0.916900901,0.862085085,0.882013383,0.874207303,0.800115343,0.904410822,0.863386404,0.862085085,0.858019752,0.92321911,0.870977698,0.848943325,0.813909562,0.822135325,0.871382032,0.816431164,0.92321911,0.824105035,0.813530572,0.881975876,0.880087093,0.881918562,0.87181496,0.822759892,0.849208451,0.871458593,0.860955438,0.882948818,0.863822718,0.863522477
DEOXYADENPHOSPHORRXNMetaCyc[c],0,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
DEOXYADENPHOSPHORRXNMetaCyc[m],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEOXYGUANPHOSPHORRXNMetaCyc[c],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.8377529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEOXYGUANPHOSPHORRXNMetaCyc[m],0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0
DEOXYINOPHOSPHORRXNMetaCyc[c],236.6125536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.3248841,0,0,272.7547277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.8050484
DEOXYINOPHOSPHORRXNMetaCyc[m],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIHYDROXYMETVALDEHYDRATRXNMetaCyc[c],30.60421715,29.59024653,30.37743225,30.05323638,31.05401619,31.07618731,29.61077819,30.92101027,0,29.59581293,30.41594401,31.82589137,31.14531164,0,31.43053905,29.63682185,30.4385901,30.39120276,30.55107078,0,30.55757736,31.19691057,30.60801957,0,30.27575023,31.21700891,31.1109791,30.23320314,30.68550733,30.44441281,29.98256591,29.96271183,33.7583022,30.27244805,30.73192478,30.46878742,29.7643681,30.36665605,30.54705433,0,0,30.37543056,29.55944913,29.87611133,30.13551487,30.3698871,30.52003465,0,30.46501309
DIHYDROXYMETVALDEHYDRATRXNMetaCyc[m],0,29.67751031,29.69852806,29.14955372,30.46995687,29.97020459,29.74892878,0,29.19004635,29.62119773,29.76917012,0,29.95537319,29.31510356,0,29.62119773,29.83165296,29.35209985,29.97967829,31.52492045,29.99531975,29.9869009,30.0861304,28.99239707,30.10073333,30.05789374,29.99531975,30.26288475,30.43068025,29.84563628,29.07061584,29.61904107,33.21572533,29.59961455,30.20745102,30.32973632,29.76923129,29.3080695,29.9730835,28.74460301,31.29437726,29.69372098,29.37042231,29.04621935,29.28233097,29.58846228,29.91090763,29.02606415,30.45079004
DM_C01595[e],3.490407281,3.421246414,3.435542786,3.436062363,3.372675322,3.515492711,3.490090892,3.019000166,3.298328792,3.432115148,3.488849105,3.007641543,3.415452964,3.427109066,3.466190013,3.432115148,3.479236992,3.659580648,3.508917764,3.27052888,3.508220952,3.427115523,3.502884182,3.144617908,3.321854626,3.540951903,3.508220952,3.202928045,3.33364827,3.459784707,3.467293078,3.584703231,3.396984735,3.382685592,3.371979264,3.33364827,3.52233096,3.625996589,3.42483239,3.253170346,3.237759356,3.466910928,3.495112881,3.471482035,3.388756347,3.519480723,3.471547127,3.330910866,3.266629829
DM_C02679[e],0.256176681,0.251100654,0.252149929,0.252188063,0.247535803,0.258017814,0.25615346,0.221577994,0.242079177,0.251898359,0.25606232,0.220744333,0.250675447,0.251530941,0.254399267,0.251898359,0.255356843,0.268593075,0.257535249,0.240038817,0.257484107,0.251531415,0.257092417,0.230797645,0.243805844,0.259886378,0.257484107,0.235077288,0.244671433,0.253929153,0.254480226,0.263097485,0.249319981,0.248270502,0.247484717,0.244671433,0.258519704,0.26612819,0.251363845,0.238764796,0.237633714,0.254452178,0.256522046,0.254787672,0.248716062,0.258310512,0.25479245,0.244470522,0.239752648
DM_C06425[e],0.06404417,0.062775164,0.063037482,0.063047016,0.061883951,0.064504453,0.064038365,0.055394498,0.060519794,0.06297459,0.06401558,0.055186083,0.062668862,0.062882735,0.063599817,0.06297459,0.063839211,0.067148269,0.064383812,0.060009704,0.064371027,0.062882854,0.064273104,0.057699411,0.060951461,0.064971595,0.064371027,0.058769322,0.061167858,0.063482288,0.063620056,0.065774371,0.062329995,0.062067626,0.061871179,0.061167858,0.064629926,0.066532047,0.062840961,0.059691199,0.059408429,0.063613045,0.064130512,0.063696918,0.062179016,0.064577628,0.063698112,0.061117631,0.059938162
DM_C141[e],0.128088341,0.125550327,0.126074965,0.126094032,0.123767902,0.129008907,0.12807673,0.110788997,0.121039589,0.12594918,0.12803116,0.110372167,0.125337723,0.12576547,0.127199634,0.12594918,0.127678422,0.134296538,0.128767624,0.120019408,0.128742053,0.125765707,0.128546209,0.115398822,0.121902922,0.129943189,0.128742053,0.117538644,0.122335716,0.126964576,0.127240113,0.131548742,0.12465999,0.124135251,0.123742358,0.122335716,0.129259852,0.133064095,0.125681923,0.119382398,0.118816857,0.127226089,0.128261023,0.127393836,0.124358031,0.129155256,0.127396225,0.122235261,0.119876324
DM_C162[e],0.085392227,0.083700218,0.084049976,0.084062688,0.082511934,0.086005938,0.085384487,0.073859331,0.080693059,0.08396612,0.085354107,0.073581444,0.083558482,0.083843647,0.084799756,0.08396612,0.085118948,0.089531025,0.085845083,0.080012939,0.085828036,0.083843805,0.085697472,0.076932548,0.081268615,0.086628793,0.085828036,0.078359096,0.081557144,0.084643051,0.084826742,0.087699162,0.08310666,0.082756834,0.082494906,0.081557144,0.086173235,0.088709397,0.083787948,0.079588265,0.079211238,0.084817393,0.085507349,0.084929224,0.082905354,0.086103504,0.084930817,0.081490174,0.079917549
DM_C16537[e],0.021348057,0.020925055,0.021012494,0.021015672,0.020627984,0.021501484,0.021346122,0.018464833,0.020173265,0.02099153,0.021338527,0.018395361,0.020889621,0.020960912,0.021199939,0.02099153,0.021279737,0.022382756,0.021461271,0.020003235,0.021457009,0.020960951,0.021424368,0.019233137,0.020317154,0.021657198,0.021457009,0.019589774,0.020389286,0.021160763,0.021206685,0.02192479,0.020776665,0.020689209,0.020623726,0.020389286,0.021543309,0.022177349,0.020946987,0.019897066,0.01980281,0.021204348,0.021376837,0.021232306,0.020726339,0.021525876,0.021232704,0.020372544,0.019979387
DM_C170[e],0.021348057,0.020925055,0.021012494,0.021015672,0.020627984,0.021501484,0.021346122,0.018464833,0.020173265,0.02099153,0.021338527,0.018395361,0.020889621,0.020960912,0.021199939,0.02099153,0.021279737,0.022382756,0.021461271,0.020003235,0.021457009,0.020960951,0.021424368,0.019233137,0.020317154,0.021657198,0.021457009,0.019589774,0.020389286,0.021160763,0.021206685,0.02192479,0.020776665,0.020689209,0.020623726,0.020389286,0.021543309,0.022177349,0.020946987,0.019897066,0.01980281,0.021204348,0.021376837,0.021232306,0.020726339,0.021525876,0.021232704,0.020372544,0.019979387
DM_C183[e],0.341568908,0.334800872,0.336199906,0.336250751,0.330047738,0.344023752,0.341537947,0.295437325,0.322772237,0.335864479,0.341416426,0.294325778,0.334233929,0.335374588,0.339199023,0.335864479,0.340475791,0.3581241,0.343380332,0.320051756,0.343312142,0.335375219,0.342789889,0.307730193,0.325074459,0.346515171,0.343312142,0.313436384,0.326228577,0.338572204,0.339306968,0.350796646,0.332426641,0.331027336,0.329979622,0.326228577,0.344692938,0.354837587,0.335151794,0.318353061,0.316844952,0.339269571,0.342029395,0.339716896,0.331621416,0.344414016,0.339723266,0.325960696,0.319670197
DM_CHEBI35759[e],3.782126911,3.411499338,3.811308764,3.795823929,3.827478679,3.891185196,3.795913386,3.533145199,3.664890501,3.732637668,3.857055722,3.342548797,3.800614445,3.726827864,3.589334524,3.732637668,3.857133583,4.009237705,3.878202453,3.655350933,3.878786101,3.811018329,3.898194965,3.585731131,3.706693803,3.934326271,3.878786101,3.69991545,3.727874807,3.835054053,3.829635396,3.914834818,3.865791727,3.74351639,3.8186226,3.727874807,3.825788971,3.970443743,3.808814864,3.56249813,3.749206827,3.842574197,3.787192936,3.807169238,3.746284984,3.887524644,3.854165775,3.630752052,3.637396509
DNA_formation[c],0.074780536,0.075747479,0.079150665,0.07824118,0.07546271,0.078455754,0.074879521,0.077695697,0.082103301,0.075787272,0.078559209,0.077138428,0.080412601,0.07588011,0.073998388,0.075787272,0.079281355,0.074062672,0.078367216,0.083354627,0.078371371,0.080182991,0.079473391,0.072737758,0.082219166,0.078489673,0.078371371,0.078001796,0.08392901,0.079179791,0.077176666,0.073991778,0.074739575,0.079216548,0.074221015,0.08392901,0.07491864,0.073957325,0.080179584,0.080007918,0.080174415,0.079255905,0.074796354,0.077200768,0.079223508,0.078268676,0.080268074,0.078529338,0.078502043
EX_C00001[e],234.7904679,238.441379,252.14537,247.540662,304.6000548,267.4528366,228.2276865,259.1943721,272.6511667,238.2226705,254.9492994,292.171196,257.7251568,236.4562664,308.3126267,238.2226705,265.156594,251.6806323,257.955661,299.321356,258.2372074,257.7690689,269.3139302,232.5246816,270.3842927,276.5859925,258.2372074,259.9867054,279.8489412,255.2673281,243.5777133,234.8574802,295.7899569,249.3717925,298.5517314,279.8489412,232.1050888,240.7471204,257.5203558,276.4673952,268.0419611,262.1998081,236.5757647,247.6057087,250.0805879,268.8756713,266.2160557,267.8215916,261.4359063
EX_C00002[e],6.132337483,6.102333456,6.55385286,6.499126991,6.096313465,6.725634507,6.121317511,6.702117232,6.399741522,6.088820141,6.623256672,6.564725197,6.61843465,6.069099875,6.246906422,6.088820141,6.713121019,6.658968513,6.674655503,6.492132153,6.679799667,6.65480048,6.807223806,6.263924033,6.570681273,6.811820101,6.698698158,6.323049122,6.688552356,6.681274951,6.452152041,6.285545063,6.406238613,6.38542727,5.991614686,6.688552356,6.196269233,6.531121652,6.631734138,6.046489642,6.520979305,6.673964196,6.129040021,6.393483751,6.400456349,6.681622847,6.759776224,6.075484618,6.379464311
EX_C00004[e],2.744331119,3.440214856,3.811471937,3.761874505,3.48026419,3.975996453,3.493649797,3.928459931,3.694938667,3.455978221,3.869748404,3.808631345,3.836978159,3.442713859,2.806223883,3.455978221,3.952689405,3.902525277,3.91598494,3.736679043,3.921943336,3.876451521,4.017228498,3.638583701,3.787728447,3.189127006,3.921943336,2.634214808,3.88457965,3.881612751,2.972219117,2.847859747,3.481596072,3.684740501,3.40118782,3.88457965,3.539445888,3.787422154,3.846871644,3.400674014,3.484273484,3.913355565,2.748179407,3.724085892,3.693712231,3.098158034,3.975111318,2.714522853,3.48561466
EX_C00005[e],2.450413586,3.040677072,3.35803168,3.3129044,3.052665104,3.48581811,3.086283431,3.462456582,3.26851043,3.054609719,3.40599639,3.3497471,3.381826597,3.042885847,2.497578888,3.054609719,3.478402882,3.428073519,3.443643886,3.302201838,3.448903127,3.412516563,3.531085707,3.188221834,3.343036571,2.869372847,3.448903127,2.383281032,3.43102296,3.416282971,2.67513829,2.542710622,3.05309194,3.251885736,2.956929934,3.43102296,3.128326232,3.333056346,3.389219983,3.014565494,3.078065904,3.447881088,2.455081372,3.286208883,3.259803536,2.797152159,3.497340116,2.451989277,3.075258364
EX_C00007[e],1.070898418,1.103036762,1.910236299,1.723818169,1.132320069,2.169914133,1.120253986,-0.641467544,1.71880625,1.082001969,2.055362111,-0.732630585,2.053536705,1.060998071,1.320286231,1.082001969,2.114292807,1.84022715,2.136812501,2.520039823,2.118176767,2.076274716,2.316416087,-1.170898686,1.922852593,2.30910335,2.118176767,1.656054094,2.224167341,1.997690249,1.591851898,1.340378108,1.902814428,1.634706839,0.921963405,2.224167341,1.215259251,1.639143054,2.069425474,1.118798753,2.036628018,2.048802667,1.10597716,1.569628207,1.649464841,2.018277721,2.23429467,1.129773458,1.995489504
EX_C00009[e],70.1215558,69.95664261,69.4101608,69.55489965,70.0263687,69.5624826,70.11291393,69.63314516,68.88024592,69.94879791,69.5173473,69.72902704,69.1898615,69.93584204,70.29179518,69.94879791,69.40566739,70.30090644,69.55668606,68.70375306,69.55668606,69.23165071,69.38696434,70.4585806,68.86974057,69.56018564,69.55668606,69.58288098,68.59016942,69.40566739,69.73734574,70.27294631,70.19490301,69.3757439,70.23081807,68.59016942,70.11291393,70.30090644,69.23165071,69.2187891,69.23464253,69.4101608,70.1215558,69.73619904,69.3757439,69.58882361,69.23165071,69.4744376,69.51977093
EX_C00011[e],445.5188457,453.5282729,475.8161082,417.6083519,476.353002,465.5716544,432.1879027,476.5316466,530.3845902,452.9705592,459.3125939,560.2189651,485.8318807,445.915976,462.8916621,448.9987071,482.4093133,446.8352808,459.7414527,614.7796666,459.896732,484.3811737,472.0032185,425.7031899,563.6495602,472.2386374,459.896732,502.6194837,593.4186948,475.4431683,412.825848,434.2991826,466.4762831,435.5818402,465.6908479,593.4186948,434.5090687,440.8051987,484.2440028,516.2679984,521.0366071,481.3870089,446.5875948,407.6118487,435.9675859,481.1615043,489.2081215,510.8912249,488.8157123
EX_C00013[e],17.26035373,17.39828253,20.55626615,19.9498141,16.77547621,21.31380488,17.10909361,21.31923045,20.51475413,17.31912824,20.9358365,20.08651118,21.0378811,17.21943647,17.47569733,17.31912824,21.47078719,20.20861095,21.16594379,23.62021175,21.19948974,21.08345037,22.01480916,17.65184565,21.06255871,21.87109739,21.19948974,19.76572097,22.40981128,20.9328337,19.55430801,17.78475522,19.92705961,19.53217188,15.9657264,22.40981128,17.52639252,19.4005258,21.05497177,18.22415411,21.34298205,21.34421267,17.41961075,19.29111912,19.60866589,21.22559444,21.86465803,18.26839902,21.14832019
EX_C00020[e],-1.605338802,-1.604751006,-0.967107536,-1.026104797,-1.32671902,-0.422017351,-1.628018375,-0.759736171,-1.166099007,-1.622580091,-0.8091047,-0.881045811,-0.829635685,-1.660176906,-1.09132724,-1.622580091,-0.569094492,-0.645494257,-0.714450261,-0.598373309,-0.707818548,-0.823097144,-0.415112239,-1.455917707,-0.919560688,-0.284013981,-0.627100855,-0.29920356,-0.743788982,-0.750524792,-1.091885941,-1.375288405,-0.567071338,-1.192540802,-1.477654197,-0.743788982,-1.486701083,-0.918283794,-0.807921919,-1.706441121,0.063177225,-0.650715228,-1.565205532,-1.161975187,-1.166716281,-0.540494537,-0.591606269,-1.639881811,-0.739440434
EX_C00022[e],83.84239629,84.34440897,92.28113324,84.81488352,112.3100617,91.39845069,82.34632999,98.74435219,82.58960928,84.74097658,89.15033373,114.2178241,92.68548373,84.84323969,108.663915,84.74097658,92.86821988,90.23898912,91.75710721,96.99198271,91.95529206,95.14728607,92.87718964,86.40832101,90.93987522,93.23279189,92.43328414,89.68034007,97.88155956,92.89010682,83.47469235,83.88059136,111.7109886,86.06248178,108.9928028,97.30922478,83.12380363,89.70117052,95.12517823,78.55135998,91.86453728,91.79473634,83.99433644,82.06883718,85.21401064,91.73400657,95.02569684,85.37482393,93.0992499
EX_C00024[e],4.207039083,4.190914012,4.647651662,4.510510352,3.97876251,4.685213197,4.20569361,4.813339335,4.590240687,4.176792086,4.658058488,4.516947844,4.754121314,4.164796698,4.086695327,4.176792086,4.695605842,4.515904617,4.675643004,4.644990854,4.680976801,4.796407759,4.774276302,4.320988966,4.708868633,4.750529746,4.680976801,4.107283992,4.797876389,4.741781344,4.492808354,4.31953354,4.124959154,4.529162468,3.850237634,4.797876389,4.269257583,4.469766934,4.749340978,4.235899795,4.334405482,4.657004585,4.190855041,4.437971484,4.52648851,4.645545937,4.771083573,4.233637116,4.336594802
EX_C00025[e],23.8543883,73.39638733,20.69302045,32.93958698,30.93944299,21.7226801,23.51770284,39.2652815,32.74948974,73.33547235,21.10656391,34.65479984,38.23967881,72.66854903,33.03257935,23.92449619,21.29822688,21.10373304,21.3170797,40.44985147,21.33509867,38.71105779,41.20717429,24.06061067,20.88959404,42.48948483,21.33509867,19.81998308,39.09355462,20.90350934,32.37917567,23.97512869,36.83049804,31.45592311,18.96707019,39.09355462,23.78169377,20.62032888,38.67148979,73.07802099,33.00936047,21.10127051,23.88631206,19.57152642,31.55470993,21.44736481,39.50699844,73.31819795,20.881136
EX_C00026[e],54.429686,64.08355099,33.24710145,31.10535433,28.97290821,35.94450652,53.92710358,35.84266016,31.06222782,64.02050839,34.54222769,32.53029358,35.30581935,64.15549136,30.99793419,54.11123456,34.60330828,34.06543498,35.18345759,37.09894478,35.22352981,35.6191401,37.99343835,55.79777973,33.71742141,38.78991565,35.22352981,28.96359279,36.3048373,33.64160848,30.66898629,54.67787444,34.67954044,29.67284259,27.56708513,36.3048373,54.07053656,32.98136983,35.58012628,65.88566959,31.2891493,34.15524196,54.11173327,28.63403723,29.66172842,34.71117973,36.454144,65.62701189,33.35574388
EX_C00031[e],-1.011844355,-0.958299514,0.278758838,0.092976861,-0.038514977,0.82909733,-0.932657165,0.48371292,0.013772476,-0.989027712,0.455256947,0.26213692,0.390078116,-1.027728695,0.216888655,-0.989027712,0.653631639,0.245744352,0.561921918,0.828032829,0.61185123,0.417783186,0.854914016,-0.577404718,0.224385188,1.101405997,0.61185123,-0.051728041,0.532942303,0.380981001,0.002689141,-0.552958226,0.897155673,-0.060934295,-0.430257651,0.532942303,-0.780228571,-0.102754706,0.410805846,-0.935539827,0.35210825,0.555963335,-0.941660696,-0.071084235,-0.031568831,0.744675382,0.6525799,-0.91787924,0.333898802
EX_C00033[e],133.6194225,132.2302492,131.745602,130.8944057,138.6967596,137.9470742,133.1989735,151.7303133,117.8731386,131.9104208,134.5349284,148.3195746,131.022811,129.7126329,145.3514382,131.9104208,134.5579857,119.5145877,136.4030129,125.7054933,136.4834548,132.0216348,136.4098029,151.4182026,122.3911599,138.8206078,136.4834548,132.4072474,123.4753425,132.6982874,131.9459616,137.618149,149.1130987,128.0659564,138.0786471,122.2791234,134.2686017,117.3324446,131.9505739,119.4236362,132.514738,133.6524924,134.1295073,132.5210283,128.2652344,136.4936129,133.4038254,123.1674054,134.4883776
EX_C00036[e],48.87097609,51.17355367,54.57151764,46.45312348,53.71744318,45.32548894,41.37784417,55.47559949,45.36547087,51.63254729,44.1978735,53.49761631,55.09659208,41.02815874,40.52066493,51.63254729,56.19370768,44.02542566,45.70026398,41.24326588,44.59280993,55.55528007,45.510454,41.69986593,43.1971651,44.37338344,44.59280993,44.21876533,54.40651732,55.31667697,43.2219432,39.08075525,30.23617298,56.90456916,52.89343263,53.95829798,41.30207777,43.77086807,55.23591759,40.12813927,48.10218857,55.83709458,49.03900403,46.79214013,56.95878524,53.01959145,55.97221074,47.96605594,39.92009668
EX_C00037[e],42.3637404,42.69980301,48.60971659,46.72186515,81.61669451,52.38711485,41.9363705,50.95952873,43.5129344,42.58147101,49.58796836,77.70681507,49.98998287,41.19682787,82.61651704,42.58147101,51.40706031,49.17474834,50.67523062,50.51407668,50.73139014,50.46204124,53.19063962,42.57949538,47.04751304,54.71015695,50.73139014,47.27416435,49.68946406,49.40953454,45.72752186,43.60583577,85.91535905,45.84325657,78.62653815,49.32138944,42.67492333,46.99670179,50.41102316,39.31791403,50.18199268,50.64060539,42.70379693,45.90894362,45.98865051,51.66407376,52.10214934,39.91536747,48.99362528
EX_C00042[e],108.5696901,113.8312035,184.5052358,167.1712976,196.4250103,174.5574649,98.76848436,204.5846413,182.723008,113.5897676,174.2875817,217.2585682,196.9483525,102.8036291,186.285378,111.7488677,184.3625911,173.2491785,173.9011648,234.4615954,173.9855506,195.9037003,185.2361047,100.5497569,186.4528294,181.4293918,173.9855506,182.0172446,209.4752148,184.4155805,164.8392424,95.38948697,211.7642541,180.5309199,184.7529143,208.5582063,98.86182551,173.0906692,195.8513396,108.5391028,195.7118799,184.4870194,107.3538055,157.1794496,178.5322125,181.304384,195.8184736,116.5944219,213.6697277
EX_C00047[e],15.32505356,15.13213566,18.40829897,17.75991398,19.21529614,19.91289132,15.18129802,19.13731741,17.31763641,15.23202258,18.89295531,19.25987486,18.63123679,15.15541104,19.73629353,15.23202258,19.39329431,19.25237008,19.21242453,35.06404326,19.24444716,18.71223132,19.89957707,15.91848723,18.22712501,20.59599407,19.24444716,28.0349063,19.02456216,18.66348519,17.60635731,15.83569495,32.19704382,17.09364165,18.75846644,19.02456216,15.45677953,18.42485735,18.69366954,15.41771228,28.87849021,19.13266942,15.44598814,17.22063418,17.1436267,19.79855996,19.43825451,15.47079782,33.6806422
